id_venda,cliente_id,codFilial,nm_filial,cidade_filial,estado_filial,dt_venda,categoria_prod,subcategoria,produto,qtd,vl_unit,vl_total,total_sem_desconto,forma_pgto,canal_venda,flag_campanha,status_venda
509,634,SL,Sul,"Porto Alegre",RS,2024-06-07,Papelaria,Nao_Informado,"Lápis de cor",4,15.00,60.00,60.00,Dinheiro,"Loja física",0,PAGO
510,180,NRT,Norte,Belém,PA,2024-07-05,Papelaria,"Material artístico","Lápis de cor",2,7.50,15.00,15.00,Credito,APP,0,PAGO
511,669,CTR,Centro,"São Paulo",SP,2024-06-25,Higiene,Cabelo,"Sabonete em barra",4,11.00,44.00,44.00,Dinheiro,Site,0,PAGO
512,720,CTR,Centro,"São Paulo",SP,2024-05-27,Mercearia,Nao_Informado,"Barra de cereal",2,8.00,16.00,16.00,Debito,"Loja física",0,PAGO
513,403,SL,Sul,"Porto Alegre",RS,2025-04-19,Bebidas,Sucos,"Refrigerante cola 2L",5,7.00,35.00,35.00,Debito,"Loja física",0,CANCELADO
514,166,CTR,Centro,"São Paulo",SP,2025-03-25,Papelaria,Mochilas,"Caderno universitário",5,15.00,75.00,75.00,Dinheiro,"Loja física",0,PAGO
515,407,CTR,Centro,"São Paulo",SP,2024-11-30,Mercearia,Grãos,"Arroz 5kg",1,4.00,4.00,4.00,Dinheiro,"Loja física",0,PAGO
516,622,SL,Sul,"Porto Alegre",RS,2024-02-08,Higiene,Nao_Informado,"Desodorante aerosol",3,7.00,21.00,21.00,Credito,Site,0,PAGO
517,36,SL,Sul,"Porto Alegre",RS,2024-04-13,Papelaria,Mochilas,"Caneta azul",2,15.00,30.00,30.00,Debito,Site,0,PAGO
518,746,SL,Sul,"Porto Alegre",RS,2024-12-21,Papelaria,Cadernos,"Caderno universitário",5,7.50,37.50,37.50,Debito,Site,0,PAGO
519,402,CTR,Centro,"São Paulo",SP,2024-11-06,Mercearia,Massas,"Barra de cereal",2,4.00,8.00,8.00,Credito,APP,0,PAGO
520,649,NRT,Norte,Belém,PA,2024-04-05,Mercearia,Grãos,"Macarrão 500g",2,6.00,12.00,12.00,Dinheiro,Nao_Informado,0,PAGO
521,85,CTR,Centro,"São Paulo",SP,2024-05-22,Papelaria,Cadernos,"Caneta preta",4,5.00,20.00,20.00,Credito,"Loja física",0,PAGO
522,685,NRT,Norte,Belém,PA,2024-12-17,Mercearia,Nao_Informado,"Arroz 5kg",1,8.00,8.00,8.00,Credito,APP,0,PAGO
523,414,CTR,Centro,"São Paulo",SP,2024-07-02,Papelaria,Canetas,"Caneta azul",2,5.00,10.00,10.00,Debito,Nao_Informado,0,PAGO
524,138,SL,Sul,"Porto Alegre",RS,2024-12-11,Mercearia,Nao_Informado,"Feijão 1kg",4,6.00,0.00,0.00,Credito,Site,0,PAGO
525,220,SL,Sul,"Porto Alegre",RS,2024-03-08,Bebidas,Sucos,"Chá gelado 1L",1,3.00,3.00,3.00,Credito,Site,0,PAGO
526,781,CTR,Centro,"São Paulo",SP,2025-01-02,Mercearia,Grãos,"Macarrão 500g",3,4.00,12.00,12.00,Credito,APP,0,CANCELADO
527,571,CTR,Centro,"São Paulo",SP,2025-03-08,Papelaria,Cadernos,"Caderno universitário",6,25.00,150.00,150.00,Credito,Nao_Informado,1,CANCELADO
528,438,CTR,Centro,"São Paulo",SP,2024-01-23,Papelaria,Mochilas,"Caneta azul",3,7.50,22.50,22.50,Dinheiro,"Loja física",0,PAGO
529,372,CTR,Centro,"São Paulo",SP,2024-10-19,Higiene,Nao_Informado,"Desodorante aerosol",3,14.00,42.00,42.00,Credito,Site,0,PAGO
530,253,CTR,Centro,"São Paulo",SP,2024-12-22,Bebidas,Nao_Informado,"Refrigerante cola 2L",2,7.00,14.00,14.00,Credito,"Loja física",0,PAGO
531,792,CTR,Centro,"São Paulo",SP,2024-10-10,Mercearia,Massas,"Biscoito recheado",4,8.00,32.00,32.00,Credito,Nao_Informado,0,PAGO
532,459,CTR,Centro,"São Paulo",SP,2024-01-14,Papelaria,Canetas,"Mochila escolar",1,5.00,5.00,5.00,Debito,"Loja física",0,PAGO
533,235,CTR,Centro,"São Paulo",SP,2025-02-22,Papelaria,Cadernos,"Caneta azul",4,25.00,100.00,100.00,Credito,Nao_Informado,1,PAGO
534,545,CTR,Centro,"São Paulo",SP,2024-07-20,Bebidas,Nao_Informado,"Chá gelado 1L",4,12.00,48.00,48.00,Credito,"Loja física",0,PAGO
535,307,NRT,Norte,Belém,PA,2024-07-24,Bebidas,Nao_Informado,"Chá gelado 1L",4,5.00,20.00,20.00,Debito,APP,0,PAGO
536,425,CTR,Centro,"São Paulo",SP,2025-05-01,Higiene,Banho,"Creme dental",3,4.00,12.00,12.00,Credito,Nao_Informado,0,PAGO
537,671,CTR,Centro,"São Paulo",SP,2024-05-14,Mercearia,Nao_Informado,"Barra de cereal",1,18.00,18.00,18.00,Dinheiro,Site,0,PAGO
538,177,NRT,Norte,Belém,PA,2024-09-12,Papelaria,Mochilas,"Mochila escolar",5,25.00,125.00,125.00,Dinheiro,Nao_Informado,0,PAGO
539,204,SL,Sul,"Porto Alegre",RS,2025-06-25,Higiene,Nao_Informado,"Desodorante aerosol",1,14.00,14.00,14.00,Credito,"Loja física",0,CANCELADO
540,377,CTR,Centro,"São Paulo",SP,2024-04-11,Higiene,Nao_Informado,"Creme dental",2,7.00,14.00,14.00,Debito,APP,0,PAGO
541,117,SL,Sul,"Porto Alegre",RS,2025-06-11,Higiene,Banho,"Sabonete em barra",3,7.00,21.00,21.00,Dinheiro,APP,0,PAGO
542,176,CTR,Centro,"São Paulo",SP,2024-02-22,Papelaria,Cadernos,"Caneta preta",1,7.50,7.50,7.50,Dinheiro,Site,0,CANCELADO
543,495,CTR,Centro,"São Paulo",SP,2024-03-26,Higiene,Cabelo,"Sabonete em barra",1,14.00,14.00,14.00,Debito,Site,0,PAGO
544,720,SL,Sul,"Porto Alegre",RS,2024-03-13,Mercearia,Grãos,"Macarrão 500g",4,8.00,32.00,32.00,Credito,Nao_Informado,0,PAGO
545,554,CTR,Centro,"São Paulo",SP,2024-01-12,Papelaria,"Material artístico","Caneta preta",3,15.00,45.00,45.00,Credito,APP,0,PAGO
546,87,CTR,Centro,"São Paulo",SP,2024-11-02,Mercearia,Nao_Informado,"Biscoito recheado",5,8.00,40.00,40.00,Debito,APP,0,PAGO
547,365,CTR,Centro,"São Paulo",SP,2024-12-06,Papelaria,Mochilas,"Caderno 10 matérias",5,10.00,50.00,50.00,Credito,Nao_Informado,0,PAGO
548,500,CTR,Centro,"São Paulo",SP,2024-02-15,Bebidas,Nao_Informado,"Suco de laranja 1L",3,9.00,27.00,27.00,Debito,Nao_Informado,0,PAGO
549,200,SL,Sul,"Porto Alegre",RS,2024-02-16,Higiene,Nao_Informado,"Shampoo 300ml",3,14.00,0.00,42.00,Credito,APP,0,PAGO
550,365,CTR,Centro,"São Paulo",SP,2024-06-05,Mercearia,Nao_Informado,"Feijão 1kg",5,18.00,90.00,90.00,Debito,APP,0,PAGO
551,447,SL,Sul,"Porto Alegre",RS,2025-06-29,Mercearia,Snacks,"Biscoito recheado",4,6.00,24.00,24.00,Debito,"Loja física",0,PAGO
552,100,CTR,Centro,"São Paulo",SP,2024-03-05,Mercearia,Snacks,"Barra de cereal",2,6.00,12.00,12.00,Credito,Nao_Informado,0,PAGO
553,261,CTR,Centro,"São Paulo",SP,2024-01-01,Bebidas,Nao_Informado,"Refrigerante cola 2L",4,7.00,28.00,28.00,Credito,Site,0,PAGO
554,326,CTR,Centro,"São Paulo",SP,2025-05-22,Papelaria,Canetas,"Lápis de cor",3,10.00,0.00,30.00,Debito,"Loja física",0,PAGO
555,529,SL,Sul,"Porto Alegre",RS,2025-05-10,Mercearia,Snacks,"Barra de cereal",5,18.00,90.00,90.00,Debito,"Loja física",0,PAGO
556,530,CTR,Centro,"São Paulo",SP,2024-05-28,Papelaria,Canetas,"Caneta azul",5,7.50,37.50,37.50,Credito,Nao_Informado,0,PAGO
557,563,NRT,Norte,Belém,PA,2024-09-11,Higiene,Oral,"Desodorante aerosol",5,11.00,55.00,55.00,Credito,Site,0,PAGO
558,139,SL,Sul,"Porto Alegre",RS,2024-11-17,Mercearia,Massas,"Biscoito recheado",3,6.00,18.00,18.00,Dinheiro,"Loja física",0,PAGO
559,611,CTR,Centro,"São Paulo",SP,2024-10-02,Higiene,Cabelo,"Desodorante aerosol",3,7.00,21.00,21.00,Credito,"Loja física",0,PAGO
560,51,CTR,Centro,"São Paulo",SP,2024-12-01,Papelaria,Nao_Informado,"Lápis de cor",5,10.00,50.00,50.00,Debito,Site,0,PAGO
561,759,SL,Sul,"Porto Alegre",RS,2024-10-12,Higiene,Nao_Informado,"Desodorante aerosol",4,4.00,16.00,16.00,Credito,"Loja física",0,PAGO
562,30,CTR,Centro,"São Paulo",SP,2025-01-07,Higiene,Oral,"Creme dental",2,7.00,14.00,14.00,Credito,Nao_Informado,0,PAGO
563,134,CTR,Centro,"São Paulo",SP,2025-01-13,Mercearia,Nao_Informado,"Feijão 1kg",3,4.00,12.00,12.00,Debito,Site,0,CANCELADO
564,192,NRT,Norte,Belém,PA,2024-01-10,Papelaria,Canetas,"Caderno universitário",3,7.50,22.50,22.50,Debito,Nao_Informado,0,PAGO
565,400,CTR,Centro,"São Paulo",SP,2024-11-14,Papelaria,Cadernos,"Caderno 10 matérias",2,10.00,20.00,20.00,Credito,Site,0,PAGO
566,453,SL,Sul,"Porto Alegre",RS,2024-01-08,Papelaria,"Material artístico","Mochila escolar",5,15.00,75.00,75.00,Debito,APP,0,CANCELADO
567,14,CTR,Centro,"São Paulo",SP,2024-06-26,Bebidas,Nao_Informado,"Suco de laranja 1L",4,7.00,28.00,28.00,Debito,"Loja física",0,PAGO
568,778,CTR,Centro,"São Paulo",SP,2024-06-17,Higiene,Oral,"Shampoo 300ml",4,11.00,44.00,44.00,Debito,"Loja física",0,PAGO
569,318,CTR,Centro,"São Paulo",SP,2024-06-21,Mercearia,Massas,"Barra de cereal",2,18.00,36.00,36.00,Credito,"Loja física",0,PAGO
570,479,CTR,Centro,"São Paulo",SP,2025-03-15,Papelaria,Canetas,"Caderno universitário",8,5.00,40.00,40.00,Credito,Nao_Informado,1,PAGO
571,595,SL,Sul,"Porto Alegre",RS,2024-08-18,Higiene,Nao_Informado,"Shampoo 300ml",2,11.00,22.00,22.00,Credito,Nao_Informado,0,PAGO
572,747,NRT,Norte,Belém,PA,2024-12-31,Papelaria,Nao_Informado,"Mochila escolar",1,5.00,5.00,5.00,Credito,"Loja física",0,PAGO
573,164,CTR,Centro,"São Paulo",SP,2024-07-18,Bebidas,Nao_Informado,"Suco de laranja 1L",3,12.00,36.00,36.00,Credito,Site,0,PAGO
574,486,CTR,Centro,"São Paulo",SP,2024-04-16,Bebidas,Nao_Informado,"Refrigerante cola 2L",4,7.00,28.00,28.00,Credito,Site,0,PAGO
575,371,SL,Sul,"Porto Alegre",RS,2024-02-24,Papelaria,"Material artístico","Mochila escolar",5,7.50,37.50,37.50,Credito,"Loja física",0,PAGO
576,468,CTR,Centro,"São Paulo",SP,2024-11-24,Bebidas,Nao_Informado,"Chá gelado 1L",5,12.00,60.00,60.00,Debito,APP,0,PAGO
577,137,SL,Sul,"Porto Alegre",RS,2024-11-09,Higiene,Banho,"Creme dental",4,7.00,28.00,28.00,Credito,Nao_Informado,0,PAGO
578,232,CTR,Centro,"São Paulo",SP,2024-10-01,Higiene,Cabelo,"Shampoo 300ml",2,4.00,8.00,8.00,Dinheiro,Nao_Informado,0,PAGO
579,407,SL,Sul,"Porto Alegre",RS,2024-06-09,Papelaria,Nao_Informado,"Mochila escolar",5,7.50,37.50,37.50,Credito,"Loja física",0,PAGO
580,445,CTR,Centro,"São Paulo",SP,2024-01-03,Higiene,Banho,"Sabonete em barra",1,14.00,14.00,14.00,Debito,"Loja física",0,PAGO
581,681,NRT,Norte,Belém,PA,2024-10-10,Bebidas,Água,"Suco de laranja 1L",1,12.00,12.00,12.00,Debito,Site,0,PAGO
582,727,CTR,Centro,"São Paulo",SP,2024-05-21,Papelaria,Cadernos,"Caderno 10 matérias",2,5.00,10.00,10.00,Credito,"Loja física",0,CANCELADO
583,449,SL,Sul,"Porto Alegre",RS,2024-10-12,Papelaria,Mochilas,"Caderno 10 matérias",1,15.00,15.00,15.00,Debito,Nao_Informado,0,PAGO
584,89,SL,Sul,"Porto Alegre",RS,2024-01-14,Papelaria,Nao_Informado,"Caderno universitário",3,5.00,15.00,15.00,Credito,Nao_Informado,0,CANCELADO
585,16,NRT,Norte,Belém,PA,2024-10-02,Bebidas,Nao_Informado,"Suco de laranja 1L",4,9.00,36.00,36.00,Credito,Nao_Informado,0,PAGO
586,438,CTR,Centro,"São Paulo",SP,2024-04-29,Higiene,Nao_Informado,"Sabonete em barra",4,14.00,56.00,56.00,Credito,Site,0,PAGO
587,387,CTR,Centro,"São Paulo",SP,2025-01-06,Papelaria,Nao_Informado,"Mochila escolar",2,7.50,0.00,15.00,Debito,Site,0,CANCELADO
588,16,NRT,Norte,Belém,PA,2025-06-18,Bebidas,Refrigerantes,"Refrigerante cola 2L",5,7.00,35.00,35.00,Debito,Site,0,PAGO
589,122,CTR,Centro,"São Paulo",SP,2024-04-30,Higiene,Oral,"Desodorante aerosol",5,7.00,35.00,35.00,Dinheiro,APP,0,PAGO
590,145,SL,Sul,"Porto Alegre",RS,2025-02-16,Papelaria,"Material artístico","Caneta azul",6,25.00,150.00,150.00,Dinheiro,Site,1,PAGO
591,698,SL,Sul,"Porto Alegre",RS,2024-09-29,Bebidas,Água,"Chá gelado 1L",1,7.00,7.00,7.00,Credito,APP,0,CANCELADO
592,752,CTR,Centro,"São Paulo",SP,2025-01-10,Papelaria,Cadernos,"Lápis de cor",4,7.50,30.00,30.00,Debito,Site,0,PAGO
593,658,SL,Sul,"Porto Alegre",RS,2024-08-04,Mercearia,Nao_Informado,"Barra de cereal",3,8.00,0.00,24.00,Debito,APP,0,PAGO
594,399,CTR,Centro,"São Paulo",SP,2025-04-08,Bebidas,Refrigerantes,"Chá gelado 1L",1,3.00,3.00,3.00,Dinheiro,"Loja física",0,PAGO
595,99,SL,Sul,"Porto Alegre",RS,2024-12-02,Papelaria,Mochilas,"Caderno universitário",4,5.00,20.00,20.00,Credito,APP,0,PAGO
596,441,CTR,Centro,"São Paulo",SP,2024-05-19,Bebidas,Refrigerantes,"Refrigerante cola 2L",4,7.00,28.00,28.00,Dinheiro,"Loja física",0,PAGO
597,662,CTR,Centro,"São Paulo",SP,2024-11-15,Mercearia,Nao_Informado,"Barra de cereal",4,12.00,48.00,48.00,Debito,Site,0,PAGO
598,751,SL,Sul,"Porto Alegre",RS,2024-10-12,Papelaria,Nao_Informado,"Lápis de cor",5,7.50,37.50,37.50,Credito,"Loja física",0,CANCELADO
599,794,CTR,Centro,"São Paulo",SP,2024-03-13,Higiene,Cabelo,"Shampoo 300ml",1,14.00,14.00,14.00,Dinheiro,Site,0,PAGO
600,62,CTR,Centro,"São Paulo",SP,2024-09-04,Higiene,Oral,"Desodorante aerosol",1,14.00,14.00,14.00,Credito,Site,0,CANCELADO
601,234,CTR,Centro,"São Paulo",SP,2025-05-30,Higiene,Oral,"Desodorante aerosol",2,4.00,8.00,8.00,Debito,Site,0,PAGO
602,407,CTR,Centro,"São Paulo",SP,2024-03-22,Mercearia,Nao_Informado,"Arroz 5kg",1,18.00,18.00,18.00,Credito,"Loja física",0,PAGO
603,240,NRT,Norte,Belém,PA,2024-11-12,Papelaria,Cadernos,"Caderno 10 matérias",4,25.00,100.00,100.00,Dinheiro,"Loja física",0,PAGO
604,704,NRT,Norte,Belém,PA,2024-10-29,Mercearia,Grãos,"Macarrão 500g",4,18.00,72.00,72.00,Credito,"Loja física",0,PAGO
605,322,SL,Sul,"Porto Alegre",RS,2024-01-01,Bebidas,Refrigerantes,"Refrigerante cola 2L",2,9.00,18.00,18.00,Credito,"Loja física",0,PAGO
606,743,SL,Sul,"Porto Alegre",RS,2024-08-07,Bebidas,Nao_Informado,"Água mineral 500ml",1,9.00,9.00,9.00,Debito,"Loja física",0,PAGO
607,754,CTR,Centro,"São Paulo",SP,2024-05-12,Papelaria,Canetas,"Lápis de cor",1,5.00,0.00,5.00,Dinheiro,APP,0,PAGO
608,285,CTR,Centro,"São Paulo",SP,2024-01-13,Bebidas,Sucos,"Refrigerante cola 2L",2,9.00,18.00,18.00,Credito,"Loja física",0,PAGO
609,631,SL,Sul,"Porto Alegre",RS,2024-04-06,Mercearia,Nao_Informado,"Feijão 1kg",3,6.00,18.00,18.00,Credito,APP,0,PAGO
610,592,CTR,Centro,"São Paulo",SP,2024-03-13,Papelaria,Nao_Informado,"Caderno 10 matérias",4,25.00,100.00,100.00,Debito,"Loja física",0,PAGO
611,248,CTR,Centro,"São Paulo",SP,2025-03-25,Higiene,Nao_Informado,"Creme dental",2,7.00,14.00,14.00,Credito,Site,0,PAGO
612,470,SL,Sul,"Porto Alegre",RS,2025-01-18,Papelaria,Canetas,"Caneta azul",4,5.00,20.00,20.00,Credito,"Loja física",1,PAGO
613,293,CTR,Centro,"São Paulo",SP,2025-01-23,Papelaria,Nao_Informado,"Caneta azul",3,25.00,75.00,75.00,Debito,APP,1,PAGO
614,33,CTR,Centro,"São Paulo",SP,2024-11-11,Papelaria,Nao_Informado,"Caneta preta",1,10.00,10.00,10.00,Debito,Nao_Informado,0,PAGO
615,403,CTR,Centro,"São Paulo",SP,2024-01-15,Higiene,Cabelo,"Shampoo 300ml",5,4.00,20.00,20.00,Debito,Site,0,PAGO
616,176,NRT,Norte,Belém,PA,2025-04-06,Higiene,Oral,"Shampoo 300ml",4,4.00,16.00,16.00,Debito,APP,0,CANCELADO
617,262,CTR,Centro,"São Paulo",SP,2024-05-24,Higiene,Nao_Informado,"Sabonete em barra",5,7.00,0.00,35.00,Credito,Site,0,PAGO
618,608,CTR,Centro,"São Paulo",SP,2024-01-07,Mercearia,Massas,"Feijão 1kg",5,4.00,20.00,20.00,Dinheiro,"Loja física",0,PAGO
619,217,CTR,Centro,"São Paulo",SP,2024-04-06,Bebidas,Água,"Refrigerante cola 2L",5,7.00,35.00,35.00,Debito,APP,0,PAGO
620,792,CTR,Centro,"São Paulo",SP,2024-06-22,Mercearia,Nao_Informado,"Barra de cereal",5,6.00,30.00,30.00,Debito,APP,0,CANCELADO
621,319,SL,Sul,"Porto Alegre",RS,2025-05-06,Papelaria,Nao_Informado,"Caderno 10 matérias",5,7.50,37.50,37.50,Credito,"Loja física",0,PAGO
622,235,NRT,Norte,Belém,PA,2024-08-06,Mercearia,Grãos,"Macarrão 500g",3,4.00,12.00,12.00,Credito,APP,0,PAGO
623,751,SL,Sul,"Porto Alegre",RS,2024-10-22,Mercearia,Massas,"Arroz 5kg",1,6.00,6.00,6.00,Credito,Site,0,PAGO
624,368,SL,Sul,"Porto Alegre",RS,2024-08-12,Mercearia,Massas,"Arroz 5kg",3,6.00,18.00,18.00,Credito,"Loja física",0,PAGO
625,59,CTR,Centro,"São Paulo",SP,2024-02-18,Bebidas,Nao_Informado,"Suco de laranja 1L",4,9.00,36.00,36.00,Debito,"Loja física",0,PAGO
626,613,NRT,Norte,Belém,PA,2024-05-15,Papelaria,"Material artístico","Lápis de cor",1,15.00,15.00,15.00,Credito,APP,0,PAGO
627,254,CTR,Centro,"São Paulo",SP,2025-06-27,Bebidas,Refrigerantes,"Chá gelado 1L",4,5.00,20.00,20.00,Credito,"Loja física",0,PAGO
628,281,CTR,Centro,"São Paulo",SP,2024-07-20,Higiene,Banho,"Desodorante aerosol",2,14.00,28.00,28.00,Debito,Nao_Informado,0,PAGO
629,718,CTR,Centro,"São Paulo",SP,2024-11-06,Papelaria,"Material artístico","Caneta preta",4,7.50,30.00,30.00,Credito,APP,0,PAGO
630,195,CTR,Centro,"São Paulo",SP,2024-01-09,Mercearia,Grãos,"Biscoito recheado",2,12.00,24.00,24.00,Credito,APP,0,PAGO
631,485,NRT,Norte,Belém,PA,2024-12-22,Bebidas,Água,"Suco de laranja 1L",1,12.00,12.00,12.00,Credito,Nao_Informado,0,NAO_INFORMADO
632,246,NRT,Norte,Belém,PA,2024-04-10,Bebidas,Refrigerantes,"Chá gelado 1L",3,5.00,15.00,15.00,Credito,APP,0,NAO_INFORMADO
633,375,SL,Sul,"Porto Alegre",RS,2024-10-15,Papelaria,Mochilas,"Mochila escolar",2,7.50,15.00,15.00,Credito,APP,0,PAGO
634,383,SL,Sul,"Porto Alegre",RS,2025-01-09,Bebidas,Água,"Chá gelado 1L",4,12.00,48.00,48.00,Debito,Nao_Informado,0,PAGO
635,224,NRT,Norte,Belém,PA,2024-10-01,Mercearia,Snacks,"Arroz 5kg",4,8.00,32.00,32.00,Credito,Nao_Informado,0,CANCELADO
636,288,NRT,Norte,Belém,PA,2025-05-29,Mercearia,Massas,"Arroz 5kg",3,8.00,24.00,24.00,Credito,Site,0,CANCELADO
637,409,CTR,Centro,"São Paulo",SP,2024-11-09,Mercearia,Snacks,"Feijão 1kg",5,12.00,60.00,60.00,Credito,"Loja física",0,PAGO
638,614,CTR,Centro,"São Paulo",SP,2024-10-09,Bebidas,Sucos,"Chá gelado 1L",1,7.00,7.00,7.00,Credito,APP,0,PAGO
639,325,SL,Sul,"Porto Alegre",RS,2024-06-10,Bebidas,Sucos,"Refrigerante cola 2L",4,12.00,48.00,48.00,Debito,APP,0,NAO_INFORMADO
640,386,CTR,Centro,"São Paulo",SP,2024-01-19,Bebidas,Sucos,"Suco de laranja 1L",1,3.00,3.00,3.00,Credito,Site,0,PAGO
641,658,SL,Sul,"Porto Alegre",RS,2024-08-09,Higiene,Oral,"Creme dental",4,4.00,16.00,16.00,Credito,"Loja física",0,PAGO
642,456,SL,Sul,"Porto Alegre",RS,2024-12-15,Higiene,Nao_Informado,"Shampoo 300ml",5,14.00,70.00,70.00,Credito,APP,0,PAGO
643,782,SL,Sul,"Porto Alegre",RS,2024-10-12,Bebidas,Sucos,"Chá gelado 1L",5,3.00,0.00,0.00,Credito,"Loja física",0,PAGO
644,74,CTR,Centro,"São Paulo",SP,2024-06-04,Bebidas,Sucos,"Água mineral 500ml",4,5.00,20.00,20.00,Credito,APP,0,PAGO
645,643,NRT,Norte,Belém,PA,2024-05-06,Papelaria,"Material artístico","Caderno universitário",1,7.50,7.50,7.50,Credito,Site,0,PAGO
646,191,CTR,Centro,"São Paulo",SP,2025-02-04,Papelaria,Nao_Informado,"Caneta preta",8,7.50,60.00,60.00,Debito,Site,1,PAGO
647,454,CTR,Centro,"São Paulo",SP,2024-08-28,Mercearia,Nao_Informado,"Arroz 5kg",5,18.00,90.00,90.00,Credito,Nao_Informado,0,PAGO
648,438,NRT,Norte,Belém,PA,2024-08-15,Papelaria,Nao_Informado,"Caneta azul",1,15.00,15.00,15.00,Debito,Nao_Informado,0,PAGO
649,518,NRT,Norte,Belém,PA,2025-02-02,Mercearia,Nao_Informado,"Macarrão 500g",1,4.00,4.00,4.00,Credito,Site,1,CANCELADO
650,188,SL,Sul,"Porto Alegre",RS,2024-08-15,Papelaria,"Material artístico","Lápis de cor",4,10.00,40.00,40.00,Debito,Nao_Informado,0,PAGO
651,671,CTR,Centro,"São Paulo",SP,2024-09-25,Mercearia,Grãos,"Arroz 5kg",5,4.00,20.00,20.00,Credito,Site,0,PAGO
652,189,NRT,Norte,Belém,PA,2024-06-06,Mercearia,Snacks,"Biscoito recheado",1,12.00,12.00,12.00,Credito,APP,0,PAGO
653,365,CTR,Centro,"São Paulo",SP,2024-05-05,Papelaria,Nao_Informado,"Caderno 10 matérias",5,5.00,25.00,25.00,Debito,Site,0,CANCELADO
654,722,CTR,Centro,"São Paulo",SP,2024-01-07,Papelaria,Nao_Informado,"Mochila escolar",3,7.50,0.00,22.50,Credito,Nao_Informado,0,PAGO
655,585,CTR,Centro,"São Paulo",SP,2024-02-28,Higiene,Oral,"Desodorante aerosol",1,11.00,11.00,11.00,Credito,Site,0,PAGO
656,378,NRT,Norte,Belém,PA,2024-03-15,Papelaria,"Material artístico","Lápis de cor",3,5.00,15.00,15.00,Dinheiro,Site,0,PAGO
657,385,CTR,Centro,"São Paulo",SP,2024-01-18,Mercearia,Nao_Informado,"Feijão 1kg",4,18.00,72.00,72.00,Credito,Nao_Informado,0,CANCELADO
658,16,CTR,Centro,"São Paulo",SP,2024-01-19,Papelaria,Nao_Informado,"Lápis de cor",4,5.00,20.00,20.00,Credito,Site,0,CANCELADO
659,775,NRT,Norte,Belém,PA,2024-09-06,Higiene,Nao_Informado,"Desodorante aerosol",4,4.00,16.00,16.00,Credito,"Loja física",0,PAGO
660,150,CTR,Centro,"São Paulo",SP,2024-03-08,Higiene,Nao_Informado,"Sabonete em barra",4,11.00,44.00,44.00,Debito,Nao_Informado,0,PAGO
661,647,CTR,Centro,"São Paulo",SP,2024-12-26,Bebidas,Sucos,"Refrigerante cola 2L",5,3.00,15.00,15.00,Credito,APP,0,NAO_INFORMADO
662,124,CTR,Centro,"São Paulo",SP,2024-12-08,Papelaria,Mochilas,"Caderno 10 matérias",3,15.00,45.00,45.00,Credito,Nao_Informado,0,PAGO
663,406,CTR,Centro,"São Paulo",SP,2024-02-21,Bebidas,Água,"Chá gelado 1L",4,9.00,36.00,36.00,Debito,Site,0,PAGO
664,35,CTR,Centro,"São Paulo",SP,2024-07-25,Bebidas,Água,"Refrigerante cola 2L",1,9.00,9.00,9.00,Credito,Nao_Informado,0,PAGO
665,476,SL,Sul,"Porto Alegre",RS,2025-01-30,Papelaria,Cadernos,"Lápis de cor",6,10.00,60.00,60.00,Credito,Site,1,PAGO
666,359,CTR,Centro,"São Paulo",SP,2025-01-14,Papelaria,Canetas,"Mochila escolar",2,15.00,30.00,30.00,Credito,APP,0,CANCELADO
667,584,SL,Sul,"Porto Alegre",RS,2024-10-23,Bebidas,Nao_Informado,"Chá gelado 1L",3,7.00,21.00,21.00,Credito,Site,0,CANCELADO
668,75,NRT,Norte,Belém,PA,2024-10-26,Bebidas,Nao_Informado,"Refrigerante cola 2L",4,12.00,48.00,48.00,Debito,APP,0,CANCELADO
669,277,CTR,Centro,"São Paulo",SP,2024-09-21,Higiene,Oral,"Sabonete em barra",5,7.00,35.00,35.00,Credito,Nao_Informado,0,PAGO
670,546,SL,Sul,"Porto Alegre",RS,2025-05-03,Bebidas,Refrigerantes,"Suco de laranja 1L",2,3.00,6.00,6.00,Debito,Nao_Informado,0,PAGO
671,335,CTR,Centro,"São Paulo",SP,2024-06-26,Bebidas,Nao_Informado,"Água mineral 500ml",2,7.00,14.00,14.00,Credito,Site,0,CANCELADO
672,44,SL,Sul,"Porto Alegre",RS,2024-05-15,Bebidas,Água,"Chá gelado 1L",3,9.00,27.00,27.00,Debito,APP,0,PAGO
673,140,CTR,Centro,"São Paulo",SP,2024-01-29,Papelaria,Canetas,"Lápis de cor",4,10.00,40.00,40.00,Debito,Nao_Informado,0,PAGO
674,485,NRT,Norte,Belém,PA,2024-12-11,Higiene,Banho,"Shampoo 300ml",1,11.00,11.00,11.00,Credito,Site,0,PAGO
675,469,CTR,Centro,"São Paulo",SP,2024-07-08,Papelaria,Canetas,"Caneta azul",2,7.50,15.00,15.00,Dinheiro,APP,0,CANCELADO
676,213,CTR,Centro,"São Paulo",SP,2024-07-18,Papelaria,Cadernos,"Caneta azul",2,15.00,30.00,30.00,Dinheiro,Nao_Informado,0,CANCELADO
677,727,CTR,Centro,"São Paulo",SP,2024-02-03,Mercearia,Nao_Informado,"Feijão 1kg",4,18.00,72.00,72.00,Dinheiro,"Loja física",0,PAGO
678,193,NRT,Norte,Belém,PA,2025-05-13,Papelaria,Mochilas,"Caderno universitário",3,5.00,15.00,15.00,Credito,"Loja física",0,PAGO
